1.0000,0.0645,0.3258
2.0000,0.4447,0.3710
3.0000,0.1563,0.5738
4.0000,0.2591,0.4668
5.0000,0.2560,0.3635
6.0000,0.7805,0.7833
7.0000,0.5741,0.1069
8.0000,0.7536,0.1352
9.0000,0.7935,0.5586
10.0000,0.7773,0.4493
11.0000,0.7434,0.8762
12.0000,0.3710,0.5965
13.0000,0.5519,0.4912
14.0000,0.6463,0.2935
15.0000,0.8146,0.6299
16.0000,0.3970,0.6758
17.0000,0.2002,0.6470
18.0000,0.5112,0.2703
19.0000,0.2315,0.7597
20.0000,0.7893,0.3089
21.0000,0.8500,0.6295
22.0000,0.7531,0.2432
23.0000,0.9344,0.5493
24.0000,0.0844,0.3532
25.0000,0.2504,0.2814
26.0000,0.4715,0.7877
27.0000,0.2192,0.3548
28.0000,0.5507,0.0565
29.0000,0.6164,0.6631
30.0000,0.4596,0.2685
31.0000,0.6514,0.8650
32.0000,0.0323,0.4861
33.0000,0.3118,0.0618
34.0000,0.8824,0.4614
35.0000,0.2073,0.4406
36.0000,0.6533,0.3785
37.0000,0.4020,0.2145
38.0000,0.1082,0.4806
39.0000,0.6290,0.1580
40.0000,0.2906,0.8270
41.0000,0.7324,0.7802
42.0000,0.6855,0.4483
43.0000,0.7351,0.1478
44.0000,0.4662,0.2179
45.0000,0.0688,0.3255
46.0000,0.1100,0.3854
47.0000,0.3788,0.4524
48.0000,0.4126,0.2450
49.0000,0.4129,0.0367
50.0000,0.0250,0.6625
51.0000,0.3411,0.1555
52.0000,0.3326,0.4107
53.0000,0.7245,0.1677
54.0000,0.8540,0.7224
55.0000,0.1295,0.3802
56.0000,0.2418,0.4590
57.0000,0.6688,0.7358
58.0000,0.4527,0.0998
59.0000,0.7800,0.7840
60.0000,0.2485,0.5618
61.0000,0.8507,0.6432
62.0000,0.9297,0.7246
63.0000,0.6649,0.2889
64.0000,0.2073,0.8696
65.0000,0.0849,0.3111
66.0000,0.8887,0.3823
67.0000,0.6571,0.3460
68.0000,0.6708,0.2452
69.0000,0.3642,0.3746
70.0000,0.6593,0.3087
71.0000,0.3740,0.0653
72.0000,0.2129,0.8583
73.0000,0.2971,0.4241
74.0000,0.8325,0.2912
75.0000,0.4409,0.0896
76.0000,0.3870,0.0881
77.0000,0.4951,0.0699
78.0000,0.3292,0.0991
79.0000,0.2280,0.5569
80.0000,0.2799,0.1425
81.0000,0.4089,0.4819
82.0000,0.2809,0.7850
83.0000,0.1875,0.1589
84.0000,0.2705,0.4756
85.0000,0.5055,0.7219
86.0000,0.2069,0.4165
87.0000,0.3748,0.7247
88.0000,0.8193,0.3637
89.0000,0.5286,0.8795
90.0000,0.5736,0.1058
91.0000,0.1028,0.4985
92.0000,0.3649,0.1037
93.0000,0.5850,0.1562
