-43.6346	0.5326
16.1629	11.9236
-40.0217	1.7807
-3.1487	35.6730
19.6081	-32.8051
-10.3503	14.8846
-26.9233	10.8205
26.8923	-1.5032
10.7321	-21.2011
-42.8655	3.4102
-5.2635	-24.8525
-24.0233	4.9121
3.8745	9.0181
1.6237	-3.6119
-42.2808	-0.0950
15.7724	10.9487
-41.2534	0.8774
-30.5381	-0.6245
-20.6955	-2.0618
24.4636	33.9658
15.7264	44.7204
31.7747	3.1106
-17.6655	36.9546
14.5187	11.1599
-10.4050	-24.8808
-36.8546	-2.4242
-21.3759	-19.7064
-4.6744	-6.1123
2.0341	-8.5267
21.5131	-15.1728
22.0398	3.3190
-18.6363	11.7519
-16.7770	7.7465
20.3960	-21.3273
-26.1564	-11.0893
17.8796	15.3892
0.0579	35.4182
6.0080	-5.0568
-7.3761	-42.0276
-2.8702	-32.6455
2.4630	-24.0132
31.6468	-6.9219
25.5288	1.1352
-11.6655	9.8849
25.4273	-10.9415
-14.7216	-16.2618
26.9693	0.5263
-8.7835	-44.2581
5.6496	-47.2425
6.4967	-46.2377
16.8304	-1.3091
1.1006	15.0508
-17.6005	6.5499
-28.7289	13.0647
25.4590	-17.4614
-28.8582	-0.4697
-16.3621	1.9958
-32.7213	-15.7624
-28.0282	-0.1306
-26.1909	20.9226
30.1899	9.0006
18.2523	-23.5684
-2.2225	-29.7657
-10.4696	48.0974
3.5158	34.5610
5.7330	-14.4550
20.0079	18.6925
31.6272	18.4508
24.4316	-29.8497
21.3352	-28.4778
17.1291	41.0554
-35.8888	-4.4937
6.4234	22.4604
-3.5764	20.2906
23.6681	-7.9400
-3.3766	38.3144
-16.4112	-9.1493
35.1434	-3.7289
-36.4716	-1.4977
-18.1647	-42.9618
-0.3247	-8.8160
-7.7968	-34.0626
4.6446	-41.4328
0.1740	-25.5863
-23.3507	-25.7016
-28.2725	13.1633
-5.6325	7.4708
-26.2069	8.6205
-44.4118	2.9220
-26.9464	8.4743
-36.7011	-3.4570
10.0165	-18.5262
-10.0549	31.6636
2.4239	13.0329
1.5917	36.0817
-9.8038	-27.8690
25.4463	-17.4688
-42.6165	2.7424
10.2843	31.4474
24.2081	1.6003
25.5246	-9.0102
-26.7515	-29.6543
-9.9655	42.1839
5.0558	45.2882
-41.0952	3.9480
29.6402	2.1075
17.2375	-26.4118
-18.7498	-5.9308
-11.5571	1.5558
-4.4002	-11.1613
-1.7957	28.1664
21.0813	-20.3259
8.6601	-25.3600
0.8623	-23.2314
-14.1219	-25.8259
-1.2969	35.9549
5.6759	6.4186
-17.5239	-4.0514
9.6091	0.3514
-11.5661	42.3551
-14.4457	54.0463
-1.9337	-24.0458
-2.2384	-45.1997
-18.0040	-27.7276
15.1191	-7.7342
-26.8532	-5.1416
32.6100	-15.3938
-26.0830	-19.8427
-21.9465	21.1514
-7.4566	-8.9084
4.8805	-18.1848
5.9144	-48.3744
4.6161	-46.4837
-30.2790	-1.9045
-17.1946	3.6272
7.8487	0.3871
35.3170	-11.9222
-38.6897	-4.8015
-11.4828	8.7152
-29.9583	-1.8429
-15.1482	10.7257
21.8070	16.8207
18.9804	5.9242
-32.2849	21.0775
26.9997	16.1865
-32.5277	13.7209
24.4591	-26.2812
18.3823	-21.9946
21.4862	-22.6519
3.9981	45.6787
-5.5634	-4.8389
19.6917	-28.0058
-16.7537	-40.6250
7.1191	16.7600
24.8294	3.6513
-2.0405	32.6067
1.0616	-40.5277
-9.4475	37.6321
20.6715	40.9244
3.8472	3.0368
23.8422	1.8387
5.2296	7.4018
8.2976	10.1508
13.6096	13.6284
-2.9133	44.1689
21.1023	-25.3348
5.4278	-36.9987
6.4063	7.5553
-6.0293	-14.0211
34.5184	3.4567
-1.6637	6.1427
0.7559	-39.4542
-9.7038	-37.1897
4.0950	-21.2996
14.7834	13.0282
8.3663	7.3909
-10.9908	6.8795
-14.8658	10.8543
19.4777	-3.6847
-12.8925	45.6005
