-24.3886	-52.5922
-12.7389	-51.4395
67.4951	35.4758
-12.0587	-16.0992
-15.7570	49.7304
20.9795	13.6877
14.5923	13.1199
51.7866	-10.9868
-24.0178	16.3073
23.4663	47.2303
-9.6896	16.5369
-11.4970	-38.8368
-46.0698	-10.6550
66.2398	26.4095
27.0457	49.3069
-71.0527	-19.5537
66.1396	39.6993
-25.2061	-49.7285
-49.2525	-27.9666
-6.8944	87.8406
32.1119	55.8280
-64.5292	-16.2434
29.9561	59.2605
27.7524	58.9236
5.0383	71.8274
0.1517	78.0420
-4.5790	75.5808
2.0450	76.6141
42.1844	75.7442
42.2262	75.7583
1.7970	76.8542
-12.0539	38.0994
-7.8860	76.0120
0.0082	83.1955
27.7313	58.8340
2.8030	80.7657
-7.1053	87.6040
0.2865	78.5354
32.0981	55.8685
-4.5937	10.0609
23.2926	77.5955
-53.5829	-19.6874
18.1450	-21.1916
71.1675	21.7956
-37.9767	-33.1578
10.6654	-26.3140
17.1709	16.6402
17.0908	-40.7044
-25.9480	-0.4656
24.6327	71.6620
14.0835	-14.1728
-8.2860	10.7601
-15.4442	-60.6965
-62.2756	-31.6918
-55.0659	-8.4533
-54.7020	-8.2842
-26.4805	-49.8896
2.1377	31.6056
-55.5696	-9.8975
-60.8423	-8.4278
-15.2404	37.2413
-25.4871	-20.1278
-25.5373	34.3041
-56.2065	1.7873
-38.2845	25.2208
7.0767	-29.5560
-3.6707	-74.6257
6.4029	-45.3570
-41.0655	-9.8119
-65.6260	-9.1503
45.7662	-13.7903
-55.0752	3.1218
-29.6437	26.6846
-49.9482	-26.1358
15.8891	-1.2516
47.1747	-39.4863
37.4916	-25.9434
22.7421	-46.1675
-46.9848	-13.5872
-61.3861	0.8609
10.9366	-34.3919
-23.5966	19.5877
-46.9918	-6.6392
22.7745	11.1633
-22.3486	46.7585
-41.1287	26.4291
21.2484	21.6913
32.3821	40.5109
-27.7459	-53.0501
2.7368	-0.3993
-26.1415	-52.5270
-16.0005	51.2297
-38.3780	28.1042
-13.8079	21.3478
20.9526	-81.5228
-9.3811	17.3386
2.9579	41.5010
-68.1219	-46.1188
-19.6729	-36.8162
21.1075	6.6069
41.8435	-36.7165
30.1876	-12.1680
11.7232	-46.8754
22.0861	-30.8940
66.7050	9.0959
56.3621	47.9372
-34.5535	15.8257
-20.6286	-3.8213
-14.7560	-2.6763
9.4036	32.0684
-11.5476	76.0020
-51.1579	-9.6129
60.5536	-20.0269
59.0619	37.6962
36.2848	37.6062
-19.0497	-21.4771
-11.2874	26.6415
-21.8680	12.0833
52.2290	-54.5519
5.2639	49.0165
36.0861	20.1401
-30.5294	6.6124
41.4181	-57.0878
81.5906	-4.2794
51.2788	-17.7728
49.0961	3.8963
82.0293	-4.5527
69.0000	44.2915
-16.1860	-46.5859
45.8928	-49.7608
-31.6618	-16.3137
55.4462	53.6986
-11.9396	-1.6955
-45.6626	-27.6524
-45.7846	-2.0430
-5.6013	-6.3895
-31.1664	51.9083
24.8660	64.7814
10.1135	-9.4696
-39.0497	-75.6020
-20.1634	1.0727
-14.6794	-0.8897
77.7168	-40.4595
-47.8957	-17.9655
56.5746	38.8244
-0.5633	13.5425
19.3651	24.8102
40.0900	34.8973
72.8856	4.3243
43.1935	65.9676
71.7449	4.9253
44.9959	-56.6402
72.0019	4.7122
